Date,Mean_Large_Scale_Rain_mmhr,Variance_Large_Scale_Rain_mmhr
2024-03-13,0.0,0.0
2024-03-14,0.0,0.0
2024-03-15,0.0,0.0
2024-03-16,0.0,0.0
2024-03-17,0.0,0.0
2024-03-18,0.0,0.0
2024-03-19,0.0,0.0
2024-03-20,0.0,0.0
2024-03-21,0.0,0.0
2024-03-22,0.0,0.0
2024-03-23,0.0,0.0
2024-03-24,0.0,0.0
2024-03-25,0.0,0.0
2024-03-26,0.0,0.0
2024-03-27,0.0,0.0
2024-03-28,0.0,0.0
2024-03-29,0.0,0.0
2024-03-30,0.0,0.0
2024-03-31,0.0,0.0
2024-04-01,0.0,0.0
2024-04-02,0.0,0.0
2024-04-03,0.0,0.0
2024-04-04,0.0,0.0
2024-04-05,0.0,0.0
2024-04-06,0.0,0.0
2024-04-07,0.0,0.0
2024-04-08,0.0,0.0
2024-04-09,0.0,0.0
2024-04-10,0.0,0.0
2024-04-11,0.0,0.0
2024-04-12,0.0,0.0
2024-04-13,0.0,0.0
2024-04-14,0.0,0.0
2024-04-15,0.0,0.0
2024-04-16,0.0,0.0
2024-04-17,0.0,0.0
2024-04-18,0.0,0.0
2024-04-19,0.0,0.0
2024-04-20,0.0,0.0
2024-04-21,0.0,0.0
2024-04-22,0.0,0.0
2024-04-23,0.0,0.0
2024-04-24,0.0,0.0
2024-04-25,0.0,0.0
2024-04-26,0.0,0.0
2024-04-27,0.0,0.0
2024-04-28,0.0,0.0
2024-04-29,0.0,0.0
2024-04-30,0.0,0.0
2024-05-01,0.0,0.0
2024-05-02,0.0,0.0
2024-05-03,0.0,0.0
2024-05-04,0.0,0.0
2024-05-05,0.0,0.0
2024-05-06,0.0,0.0
2024-05-07,0.0,0.0
2024-05-08,0.0,0.0
2024-05-09,0.0,0.0
2024-05-10,0.0,0.0
2024-05-11,0.0,0.0
2024-05-12,0.0,0.0
2024-05-13,0.0,0.0
2024-05-14,0.0,0.0
2024-05-15,0.0,0.0
2024-05-16,0.0,0.0
2024-05-17,0.0,0.0
2024-05-18,0.0,0.0
2024-05-19,0.0,0.0
2024-05-20,0.0,0.0
2024-05-21,0.0,0.0
2024-05-22,1.9371509552001953e-07,7.754537752665177e-13
2024-05-23,1.5914440155029297e-05,1.1373669413690852e-09
2024-05-24,0.0,0.0
2024-05-25,0.0,0.0
2024-05-26,0.0,0.0
2024-05-27,0.0,0.0
2024-05-28,2.483526865641276e-08,9.449231520698555e-15
2024-05-29,3.9736429850260414e-08,2.2105774001425384e-14
2024-05-30,3.7501255671183267e-06,8.347453592547382e-11
2024-05-31,2.8878450393676758e-05,1.0533721746715704e-08
2024-06-01,0.0,0.0
2024-06-02,1.8874804178873697e-07,1.3253595751747432e-13
2024-06-03,0.0,0.0
2024-06-04,6.556510925292969e-07,2.0345207000597534e-12
2024-06-05,2.8312206268310547e-07,2.2123044137363954e-13
2024-06-06,6.854534149169922e-07,9.98608603216174e-13
2024-06-07,1.2914339701334635e-07,2.793814562412281e-13
2024-06-08,8.99036725362142e-07,1.1344752298075237e-12
2024-06-09,9.338061014811198e-07,1.3152935530848075e-12
2024-06-10,9.084741274515787e-06,1.4330223427647426e-10
2024-06-11,1.8263856569925945e-05,1.3062048973308844e-09
2024-06-12,8.508563041687012e-06,2.568337394611338e-10
2024-06-13,0.0,0.0
2024-06-14,0.0,0.0
2024-06-15,7.450580596923828e-08,1.5173048003210472e-14
2024-06-16,0.0,0.0
2024-06-17,0.0,0.0
2024-06-18,1.5149513880411785e-06,1.2326115436975558e-11
2024-06-19,0.0,0.0
2024-06-20,0.0,0.0
2024-06-21,8.567174275716145e-05,1.4401162534088341e-08
2024-06-22,2.86102294921875e-06,4.845309338937417e-11
2024-06-23,2.1060307820638022e-06,3.114624607607967e-11
2024-06-24,6.109476089477539e-07,2.1509460879087783e-12
2024-06-25,6.109476089477539e-07,1.2047400114549116e-12
2024-06-26,5.321204662322998e-05,5.8279162976996685e-09
2024-06-27,5.10712464650472e-05,7.526771995792894e-09
2024-06-28,0.00012352565924326578,1.7529219532698274e-08
2024-06-29,0.00010390579700469971,1.1068312266715452e-08
2024-06-30,1.8909573554992676e-05,1.747044731104097e-10
2024-07-01,8.791685104370117e-06,2.3576104031993356e-11
2024-07-02,1.9768873850504556e-06,6.8672968546302895e-12
2024-07-03,0.0,0.0
2024-07-04,3.129243850708008e-07,2.8162657391324803e-13
2024-07-05,2.483526865641276e-07,2.817499320270953e-13
2024-07-06,9.437402089436849e-08,3.076551359350159e-14
2024-07-07,4.967053731282552e-09,5.674473236973028e-16
2024-07-08,5.463759104410807e-07,1.0787420339713403e-12
2024-07-09,1.2412667274475098e-05,3.0707207147410526e-10
2024-07-10,9.586413701375325e-07,1.7354759604712758e-12
2024-07-11,7.400910059611002e-07,2.4466108151778424e-12
2024-07-12,0.0,0.0
2024-07-13,8.604923884073894e-05,3.0464835592485755e-08
2024-07-14,1.3222297032674154e-05,7.023346842376869e-10
2024-07-15,1.0892748832702637e-05,1.1944556455034672e-10
2024-07-16,1.527865727742513e-05,1.1585596679550588e-10
2024-07-17,5.160768826802571e-06,1.6551476238962294e-11
2024-07-18,2.528230349222819e-06,8.451881170243624e-12
2024-07-19,5.662441253662109e-06,1.5092993521648168e-10
2024-07-20,1.942118008931478e-06,3.1056392025953345e-12
2024-07-21,6.20881716410319e-07,9.296020743300283e-13
2024-07-22,2.006689707438151e-06,3.303628975320154e-12
2024-07-23,4.9869219462076826e-06,1.4205723017665956e-11
2024-07-24,1.9868214925130207e-08,4.342205607422833e-15
2024-07-25,4.435578982035319e-06,3.917693330240329e-11
2024-07-26,2.0662943522135415e-06,5.186567225084423e-12
2024-07-27,3.228584925333659e-07,1.3083361554638233e-13
2024-07-28,1.2079874674479166e-05,9.946623278109552e-10
2024-07-29,1.0132789611816406e-06,6.288303211476887e-13
2024-07-30,1.2814998626708984e-06,4.0184152301966e-12
2024-07-31,8.334716161092123e-06,1.3357483020905012e-10
2024-08-01,7.847944895426432e-07,8.170254596330372e-13
2024-08-02,8.414189020792643e-06,1.3996142516564053e-10
2024-08-03,2.16066837310791e-06,2.1544988015875788e-12
2024-08-04,5.960464477539063e-08,2.0132044179869506e-14
2024-08-05,1.2218952178955078e-06,4.4438526932329597e-13
2024-08-06,7.450580596923828e-08,1.5173048003210472e-14
2024-08-07,7.569789886474609e-06,4.2914412764124186e-11
2024-08-08,1.0192394256591797e-05,1.4225420841285086e-10
2024-08-09,5.5730342864990234e-06,7.730497723438627e-11
2024-08-10,4.0332476298014326e-06,3.0126617250263936e-11
2024-08-11,0.0,0.0
2024-08-12,2.3345152537027994e-07,6.214781775623931e-14
2024-08-13,0.0,0.0
2024-08-14,0.0,0.0
2024-08-15,5.364418029785156e-07,6.868579779014302e-13
2024-08-16,2.294778823852539e-06,3.4748500373401234e-12
2024-08-17,1.0530153910319011e-06,7.065952761169885e-13
2024-08-18,6.407499313354492e-07,5.326850072151501e-13
2024-08-19,1.3162692387898762e-06,1.64547388060833e-12
2024-08-20,2.3990869522094727e-06,1.9377832671807482e-12
2024-08-21,2.60770320892334e-06,1.9010718924998096e-12
2024-08-22,5.31474749247233e-07,4.239324940474237e-13
2024-08-23,4.0978193283081055e-06,3.968358974759667e-11
2024-08-24,1.842776934305827e-05,6.456381108756028e-10
2024-08-25,0.0,0.0
2024-08-26,7.947285970052083e-08,3.1579677144893337e-14
2024-08-27,6.566445032755534e-06,1.6316182972610074e-10
2024-08-28,1.7429391543070476e-05,7.067957823952355e-10
2024-08-29,5.5084625879923505e-06,7.799861990854928e-11
2024-08-30,5.760788917541504e-05,4.255398107962567e-09
2024-08-31,2.2351741790771484e-07,1.2945200467129325e-13
2024-09-01,1.619259516398112e-06,1.6341496057571527e-12
2024-09-02,2.4646520614624023e-05,2.5137275964463393e-09
2024-09-03,3.384550412495931e-05,2.1580650353156568e-09
2024-09-04,4.2825937271118164e-05,5.352021344625276e-09
2024-09-05,2.6971101760864258e-05,2.6426709709426177e-09
2024-09-06,2.930561701456706e-07,7.294658704242673e-13
2024-09-07,0.0,0.0
2024-09-08,9.025136629740397e-06,1.1610561894630994e-10
2024-09-09,5.910793940226237e-07,7.241367999060654e-13
2024-09-10,2.88089116414388e-07,7.814983228450329e-13
2024-09-11,2.8361876805623374e-06,8.832021533875271e-12
2024-09-12,0.0,0.0
2024-09-13,0.0,0.0
2024-09-14,1.9490718841552734e-05,4.861403131902383e-10
2024-09-15,0.00011499226093292236,2.1138679325479377e-08
2024-09-16,1.5243887901306152e-05,5.066658944249033e-10
2024-09-17,0.0,0.0
2024-09-18,0.0,0.0
2024-09-19,0.0,0.0
2024-09-20,0.0,0.0
2024-09-21,0.0,0.0
2024-09-22,0.0,0.0
2024-09-23,0.0,0.0
2024-09-24,0.0,0.0
2024-09-25,0.0,0.0
2024-09-26,0.0,0.0
2024-09-27,1.3709068298339844e-06,1.2696214450140056e-11
2024-09-28,0.0,0.0
2024-09-29,0.0,0.0
2024-09-30,0.0,0.0
2024-10-01,0.0,0.0
2024-10-02,0.0,0.0
2024-10-03,0.0,0.0
2024-10-04,0.0,0.0
2024-10-05,0.0,0.0
2024-10-06,0.0,0.0
2024-10-07,0.0,0.0
2024-10-08,0.0,0.0
2024-10-09,0.0,0.0
2024-10-10,0.0,0.0
2024-10-11,0.0,0.0
2024-10-12,0.0,0.0
2024-10-13,0.0,0.0
2024-10-14,0.0,0.0
2024-10-15,0.0,0.0
2024-10-16,0.0,0.0
2024-10-17,0.0,0.0
2024-10-18,0.0,0.0
2024-10-19,0.0,0.0
2024-10-20,0.0,0.0
2024-10-21,0.0,0.0
2024-10-22,0.0,0.0
2024-10-23,0.0,0.0
2024-10-24,0.0,0.0
2024-10-25,0.0,0.0
2024-10-26,0.0,0.0
2024-10-27,0.0,0.0
2024-10-28,0.0,0.0
2024-10-29,0.0,0.0
2024-10-30,0.0,0.0
2024-10-31,0.0,0.0
2024-11-01,0.0,0.0
2024-11-02,0.0,0.0
2024-11-03,0.0,0.0
2024-11-04,0.0,0.0
2024-11-05,0.0,0.0
2024-11-06,0.0,0.0
2024-11-07,0.0,0.0
2024-11-08,0.0,0.0
2024-11-09,0.0,0.0
2024-11-10,0.0,0.0
2024-11-11,0.0,0.0
2024-11-12,0.0,0.0
2024-11-13,0.0,0.0
2024-11-14,0.0,0.0
2024-11-15,0.0,0.0
2024-11-16,0.0,0.0
2024-11-17,0.0,0.0
2024-11-18,0.0,0.0
2024-11-19,0.0,0.0
2024-11-20,0.0,0.0
2024-11-21,0.0,0.0
2024-11-22,0.0,0.0
2024-11-23,0.0,0.0
2024-11-24,0.0,0.0
2024-11-25,0.0,0.0
2024-11-26,0.0,0.0
2024-11-27,0.0,0.0
2024-11-28,0.0,0.0
2024-11-29,0.0,0.0
2024-11-30,0.0,0.0
2024-12-01,0.0,0.0
2024-12-02,0.0,0.0
2024-12-03,0.0,0.0
2024-12-04,0.0,0.0
2024-12-05,0.0,0.0
2024-12-06,0.0,0.0
2024-12-07,0.0,0.0
2024-12-08,0.0,0.0
2024-12-09,0.0,0.0
2024-12-10,0.0,0.0
2024-12-11,0.0,0.0
2024-12-12,0.0,0.0
2024-12-13,0.0,0.0
2024-12-14,0.0,0.0
2024-12-15,0.0,0.0
2024-12-16,0.0,0.0
2024-12-17,0.0,0.0
2024-12-18,0.0,0.0
2024-12-19,0.0,0.0
2024-12-20,0.0,0.0
2024-12-21,0.0,0.0
2024-12-22,0.0,0.0
2024-12-23,0.0,0.0
2024-12-24,0.0,0.0
2024-12-25,0.0,0.0
2024-12-26,0.0,0.0
2024-12-27,0.0,0.0
2024-12-28,0.0,0.0
2024-12-29,0.0,0.0
2024-12-30,0.0,0.0
2024-12-31,0.0,0.0
