Date,Mean_Large_Scale_Rain_mmhr,Variance_Large_Scale_Rain_mmhr
2024-03-13,0.0,0.0
2024-03-14,0.0,0.0
2024-03-15,0.0,0.0
2024-03-16,0.0,0.0
2024-03-17,0.0,0.0
2024-03-18,0.0,0.0
2024-03-19,0.0,0.0
2024-03-20,0.0,0.0
2024-03-21,0.0,0.0
2024-03-22,0.0,0.0
2024-03-23,0.0,0.0
2024-03-24,0.0,0.0
2024-03-25,0.0,0.0
2024-03-26,0.0,0.0
2024-03-27,0.0,0.0
2024-03-28,0.0,0.0
2024-03-29,0.0,0.0
2024-03-30,0.0,0.0
2024-03-31,0.0,0.0
2024-04-01,0.0,0.0
2024-04-02,0.0,0.0
2024-04-03,0.0,0.0
2024-04-04,0.0,0.0
2024-04-05,0.0,0.0
2024-04-06,0.0,0.0
2024-04-07,0.0,0.0
2024-04-08,0.0,0.0
2024-04-09,0.0,0.0
2024-04-10,0.0,0.0
2024-04-11,0.0,0.0
2024-04-12,0.0,0.0
2024-04-13,0.0,0.0
2024-04-14,0.0,0.0
2024-04-15,0.0,0.0
2024-04-16,0.0,0.0
2024-04-17,0.0,0.0
2024-04-18,0.0,0.0
2024-04-19,0.0,0.0
2024-04-20,0.0,0.0
2024-04-21,0.0,0.0
2024-04-22,0.0,0.0
2024-04-23,0.0,0.0
2024-04-24,0.0,0.0
2024-04-25,0.0,0.0
2024-04-26,0.0,0.0
2024-04-27,2.9802322387695312e-08,6.217248937900877e-15
2024-04-28,0.0,0.0
2024-04-29,0.0,0.0
2024-04-30,0.0,0.0
2024-05-01,0.0,0.0
2024-05-02,0.0,0.0
2024-05-03,0.0,0.0
2024-05-04,0.0,0.0
2024-05-05,0.0,0.0
2024-05-06,0.0,0.0
2024-05-07,0.0,0.0
2024-05-08,0.0,0.0
2024-05-09,5.9833129247029625e-05,4.835726387221307e-09
2024-05-10,3.0299027760823566e-07,1.9717314201115073e-12
2024-05-11,0.0,0.0
2024-05-12,0.0,0.0
2024-05-13,0.0,0.0
2024-05-14,0.0,0.0
2024-05-15,0.0,0.0
2024-05-16,6.24855359395345e-06,9.166938812970527e-11
2024-05-17,0.0,0.0
2024-05-18,0.0,0.0
2024-05-19,1.9868214925130207e-08,9.079157179156846e-15
2024-05-20,5.632638931274414e-06,7.174971727863522e-11
2024-05-21,4.76837158203125e-07,4.035882739117369e-12
2024-05-22,0.0,0.0
2024-05-23,0.0,0.0
2024-05-24,6.308158238728841e-07,2.4602295509465782e-12
2024-05-25,4.221995671590169e-06,4.599333259926024e-11
2024-05-26,0.0,0.0
2024-05-27,3.3775965372721353e-06,6.970266339420862e-11
2024-05-28,0.0,0.0
2024-05-29,0.0,0.0
2024-05-30,1.341104507446289e-07,4.1366909897533333e-13
2024-05-31,6.357828776041666e-07,2.1300492234230546e-12
2024-06-01,4.470348358154297e-08,4.596323321948148e-14
2024-06-02,9.934107462565105e-08,8.013343075516685e-14
2024-06-03,0.0,0.0
2024-06-04,0.0,0.0
2024-06-05,0.0,0.0
2024-06-06,0.0,0.0
2024-06-07,0.0,0.0
2024-06-08,0.0,0.0
2024-06-09,0.0,0.0
2024-06-10,2.5779008865356445e-06,2.629578036798345e-11
2024-06-11,3.5762786865234375e-05,7.203182642948984e-09
2024-06-12,3.6110480626424155e-06,1.5622878299678978e-10
2024-06-13,1.5894571940104166e-07,3.3948152930760363e-13
2024-06-14,6.919602553049724e-05,3.5846596555286517e-09
2024-06-15,4.470348358154297e-08,2.8199664825478976e-14
2024-06-16,9.934107462565105e-08,1.1921328122197237e-13
2024-06-17,1.44044558207194e-07,3.351146520774113e-13
2024-06-18,8.245309193929037e-07,2.4477210382024676e-12
2024-06-19,0.0,0.0
2024-06-20,0.0,0.0
2024-06-21,6.293257077534993e-05,5.128741184831952e-09
2024-06-22,5.160768826802571e-06,2.921946881981635e-10
2024-06-23,0.0,0.0
2024-06-24,2.4338563283284503e-07,4.197876614221564e-13
2024-06-25,1.1324882507324219e-06,5.813423816410553e-12
2024-06-26,3.3214688301086426e-05,1.7132592381822558e-09
2024-06-27,1.237789789835612e-05,7.361585908761798e-10
2024-06-28,1.4901161193847656e-08,2.7385501274087196e-15
2024-06-29,1.685818036397298e-05,8.417088260949237e-10
2024-06-30,7.102886835734049e-07,5.824649404770655e-12
2024-07-01,0.0,0.0
2024-07-02,8.324782053629557e-06,6.45627156675093e-10
2024-07-03,2.2252400716145835e-06,4.3332053994365333e-11
2024-07-04,2.1904706954956055e-06,7.132050505731513e-11
2024-07-05,0.0,0.0
2024-07-06,0.0,0.0
2024-07-07,0.0,0.0
2024-07-08,0.0,0.0
2024-07-09,0.0,0.0
2024-07-10,0.0,0.0
2024-07-11,9.63608423868815e-06,3.059735181270499e-10
2024-07-12,6.244579950968425e-05,4.860714694940623e-09
2024-07-13,6.198883056640625e-06,3.300246002406008e-10
2024-07-14,0.0,0.0
2024-07-15,0.0,0.0
2024-07-16,0.0,0.0
2024-07-17,0.0,0.0
2024-07-18,2.1457672119140625e-06,3.118335219672493e-11
2024-07-19,0.0,0.0
2024-07-20,0.0,0.0
2024-07-21,0.0,0.0
2024-07-22,3.4769376118977863e-07,1.724151685620098e-12
2024-07-23,0.0,0.0
2024-07-24,0.0,0.0
2024-07-25,4.470348358154297e-08,2.938390271841248e-14
2024-07-26,0.0,0.0
2024-07-27,1.2914339701334636e-06,1.4498229777220524e-11
2024-07-28,1.0217229525248209e-05,4.343719211479741e-10
2024-07-29,3.6617120107014976e-05,2.3994112375981382e-09
2024-07-30,1.1165936787923178e-05,6.703398330248299e-10
2024-07-31,9.934107462565104e-09,2.26978929478921e-15
2024-08-01,1.3659397761027019e-06,2.865379538579622e-11
2024-08-02,6.521741549173991e-06,6.312992104382272e-11
2024-08-03,5.3281585375467934e-05,2.2469770982130268e-09
2024-08-04,1.1672576268513997e-06,7.541202230577764e-12
2024-08-05,5.960464477539063e-08,6.868579779014301e-14
2024-08-06,0.0,0.0
2024-08-07,3.9736429850260414e-08,1.2631870857957336e-14
2024-08-08,2.483526865641276e-08,5.896517841898055e-15
2024-08-09,8.443991343180339e-08,2.5436443075300806e-14
2024-08-10,9.785095850626628e-07,3.714929598509622e-12
2024-08-11,1.8278757731119792e-06,3.751152475059725e-11
2024-08-12,1.5412767728169758e-05,5.940841645784509e-10
2024-08-13,8.651614189147949e-05,1.6266774890046538e-08
2024-08-14,7.87973403930664e-05,3.384526436889246e-08
2024-08-15,2.3126602172851562e-05,2.214254853546057e-09
2024-08-16,1.9619862238566082e-05,1.6755094102273285e-09
2024-08-17,1.607835292816162e-05,1.0275174044949154e-09
2024-08-18,4.7187010447184247e-07,2.6047065738844607e-12
2024-08-19,0.0,0.0
2024-08-20,9.934107462565105e-08,1.8434636533331495e-13
2024-08-21,1.241763432820638e-07,8.46483377219759e-14
2024-08-22,4.972020785013835e-06,2.712079943339379e-11
2024-08-23,0.0,0.0
2024-08-24,0.0,0.0
2024-08-25,0.0,0.0
2024-08-26,3.8743019104003906e-07,1.7269149073702768e-12
2024-08-27,0.0,0.0
2024-08-28,0.0,0.0
2024-08-29,2.7815500895182293e-07,1.103314970249711e-12
2024-08-30,5.712111790974935e-07,4.4183669069121184e-12
2024-08-31,2.544124921162923e-05,4.253756359496998e-09
2024-09-01,4.991888999938965e-05,4.7361205327926354e-09
2024-09-02,4.8478444417317706e-06,2.7729719754966537e-11
2024-09-03,3.9736429850260414e-08,2.8026963466092845e-14
2024-09-04,4.967053731282552e-09,5.674473236973023e-16
2024-09-05,1.6575058301289875e-05,1.5085171383649116e-09
2024-09-06,2.1557013193766275e-06,1.2313606924231458e-11
2024-09-07,9.5367431640625e-07,3.3478405233230055e-12
2024-09-08,0.0,0.0
2024-09-09,1.3113021850585938e-06,1.3599787962448318e-11
2024-09-10,0.0,0.0
2024-09-11,0.0,0.0
2024-09-12,0.0,0.0
2024-09-13,1.4901161193847656e-08,2.7385501274087196e-15
2024-09-14,1.4056762059529622e-06,5.205885105712896e-12
2024-09-15,6.457169850667317e-08,1.537042098536606e-14
2024-09-16,1.7881393432617188e-07,3.517186542012496e-13
2024-09-17,3.779927889506022e-06,5.009619879419661e-11
2024-09-18,1.5621383984883625e-05,6.775303034661168e-10
2024-09-19,0.0,0.0
2024-09-20,2.8798977533976238e-05,1.5058353576414953e-09
2024-09-21,7.717311382293701e-05,2.2790814346862476e-08
2024-09-22,2.1715958913167317e-05,3.7837663866311133e-10
2024-09-23,1.401205857594808e-05,2.94424016031611e-10
2024-09-24,9.402632713317871e-06,2.357560813237569e-10
2024-09-25,7.251898447672526e-07,8.865106180009117e-12
2024-09-26,1.3063351313273113e-06,1.1975581020667253e-11
2024-09-27,1.4603137969970703e-06,2.7632118815290596e-11
2024-09-28,1.2427568435668945e-05,5.050564411135383e-10
2024-09-29,3.461043039957682e-05,2.5383176054876664e-09
2024-09-30,1.296401023864746e-06,2.3084719321294262e-11
2024-10-01,4.160900910695394e-05,2.1518330574189632e-09
2024-10-02,2.5331974029541016e-07,1.7563728249569976e-13
2024-10-03,1.0331471761067708e-06,2.814538725538619e-12
2024-10-04,0.0,0.0
2024-10-05,2.1715958913167317e-05,1.2075764585814694e-09
2024-10-06,4.520018895467122e-07,2.467927097250647e-12
2024-10-07,0.0,0.0
2024-10-08,0.0,0.0
2024-10-09,0.0,0.0
2024-10-10,0.0,0.0
2024-10-11,0.0,0.0
2024-10-12,0.0,0.0
2024-10-13,8.245309193929037e-07,5.6167416396925116e-12
2024-10-14,4.4157107671101885e-06,3.266776972389431e-11
2024-10-15,2.9702981313069663e-06,4.31393192772905e-11
2024-10-16,1.9868214925130207e-08,5.526443500356335e-15
2024-10-17,1.9371509552001953e-07,2.4491519923230953e-13
2024-10-18,1.2020270029703777e-06,1.160069571268548e-11
2024-10-19,9.55661137898763e-06,1.4323673111802137e-10
2024-10-20,1.4796853065490723e-05,3.895388456243154e-10
2024-10-21,3.3577283223470053e-06,8.799913884003133e-11
2024-10-22,0.0,0.0
2024-10-23,0.0,0.0
2024-10-24,0.0,0.0
2024-10-25,0.0,0.0
2024-10-26,0.0,0.0
2024-10-27,2.9802322387695312e-08,6.217248937900877e-15
2024-10-28,0.0,0.0
2024-10-29,0.0,0.0
2024-10-30,0.0,0.0
2024-10-31,0.0,0.0
2024-11-01,1.9868214925130207e-08,9.07915717915684e-15
2024-11-02,0.0,0.0
2024-11-03,0.0,0.0
2024-11-04,0.0,0.0
2024-11-05,0.0,0.0
2024-11-06,0.0,0.0
2024-11-07,0.0,0.0
2024-11-08,0.0,0.0
2024-11-09,0.0,0.0
2024-11-10,0.0,0.0
2024-11-11,0.0,0.0
2024-11-12,0.0,0.0
2024-11-13,0.0,0.0
2024-11-14,0.0,0.0
2024-11-15,0.0,0.0
2024-11-16,0.0,0.0
2024-11-17,0.0,0.0
2024-11-18,0.0,0.0
2024-11-19,0.0,0.0
2024-11-20,0.0,0.0
2024-11-21,0.0,0.0
2024-11-22,0.0,0.0
2024-11-23,0.0,0.0
2024-11-24,1.3063351313273113e-06,5.633987104008363e-12
2024-11-25,0.0,0.0
2024-11-26,1.286466916402181e-06,6.706314516059642e-12
2024-11-27,6.258487701416016e-07,1.2200610891947388e-12
2024-11-28,0.0,0.0
2024-11-29,0.0,0.0
2024-11-30,0.0,0.0
2024-12-01,0.0,0.0
2024-12-02,0.0,0.0
2024-12-03,4.967053731282552e-09,5.674473236973029e-16
2024-12-04,0.0,0.0
2024-12-05,0.0,0.0
2024-12-06,0.0,0.0
2024-12-07,0.0,0.0
2024-12-08,0.0,0.0
2024-12-09,0.0,0.0
2024-12-10,0.0,0.0
2024-12-11,0.0,0.0
2024-12-12,0.0,0.0
2024-12-13,0.0,0.0
2024-12-14,0.0,0.0
2024-12-15,0.0,0.0
2024-12-16,0.0,0.0
2024-12-17,0.0,0.0
2024-12-18,0.0,0.0
2024-12-19,0.0,0.0
2024-12-20,0.0,0.0
2024-12-21,0.0,0.0
2024-12-22,0.0,0.0
2024-12-23,0.0,0.0
2024-12-24,0.0,0.0
2024-12-25,0.0,0.0
2024-12-26,0.0,0.0
2024-12-27,0.0,0.0
2024-12-28,0.0,0.0
2024-12-29,0.0,0.0
2024-12-30,0.0,0.0
2024-12-31,0.0,0.0
